Age,Cabin,Embarked,Fare,Name,Parch,PassengerId,Pclass,Sex,SibSp,Survived,Ticket,Age_meanimp,Age_medianimp,Title,Surname,Age_scal,Fare_scaled,Family_size,IsAlone
2.0,,0,11.0,"Bengtsson, Mr. John Viktor",0,163,3,1,0,0.0,151,26.0,26.0,0,Bengtsson,-0.2715582477575661,-0.4931405916419841,1,1
6.0,,0,2.0,"Calic, Mr. Jovo",0,164,3,1,0,0.0,152,17.0,17.0,0,Calic,-0.9692158892433004,-0.4759814602371998,1,1
5.0,,0,3.0,"Panula, Master. Eino Viljami",1,165,3,1,4,0.0,49,1.0,1.0,2,Panula,-2.2094961407734948,0.12386310520891992,6,0
5.0,,0,7.0,"Goldsmith, Master. Frank John William ""Frankie""",2,166,3,1,0,1.0,153,9.0,9.0,2,Goldsmith,-1.5893560150083976,-0.24662912639015405,3,0
2.0,E33,0,1.0,"Chibnall, Mrs. (Edith Martha Bowerman)",1,167,1,0,0,1.0,154,28.0,28.0,1,Chibnall,-0.11652321631629182,0.4199185414182256,2,0
7.0,,0,6.0,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",4,168,3,0,1,0.0,62,45.0,45.0,1,Skoog,1.2012745509345397,-0.10403916119546806,6,0
2.0,,0,4.0,"Baumann, Mr. John D",0,169,1,1,0,0.0,155,28.0,28.0,0,Baumann,-0.11652321631629182,-0.14222427051879072,1,1
2.0,,0,1.0,"Ling, Mr. Lee",0,170,3,1,0,0.0,72,28.0,28.0,0,Ling,-0.11652321631629182,0.4488386864945933,1,1
4.0,B19,0,3.0,"Van der hoef, Mr. Wyckoff",0,171,1,1,0,0.0,156,61.0,61.0,0,Van der hoef,2.4415548024647338,0.004232541189649462,1,1
5.0,,2,6.0,"Rice, Master. Arthur",1,172,3,1,4,0.0,16,4.0,4.0,2,Rice,-1.9769435936115833,-0.08035472629872359,6,0
5.0,,0,5.0,"Johnson, Miss. Eleanor Ileen",1,173,3,0,1,1.0,8,1.0,1.0,1,Johnson,-2.2094961407734948,-0.4282104384062805,3,0
0.0,,0,2.0,"Sivola, Mr. Antti Wilhelm",0,174,3,1,0,0.0,157,21.0,21.0,0,Sivola,-0.6591458263607518,-0.4902404567566684,1,1
4.0,A7,1,6.0,"Smith, Mr. James Clinch",0,175,1,1,0,0.0,158,56.0,56.0,0,Smith,2.053967223861548,-0.049984513779698155,1,1
6.0,,0,8.0,"Klasen, Mr. Klas Albin",1,176,3,1,1,0.0,159,18.0,18.0,0,Klasen,-0.8916983735226632,-0.4916093204225374,3,0
2.0,,0,4.0,"Lefebre, Master. Henry Forbes",1,177,3,1,3,0.0,160,28.0,28.0,2,Lefebre,-0.11652321631629182,-0.15108514930505848,5,0
7.0,C49,1,6.0,"Isham, Miss. Ann Elizabeth",0,178,1,0,0,0.0,161,50.0,50.0,1,Isham,1.5888621295377254,-0.08833009723334165,1,1
8.0,,0,9.0,"Hale, Mr. Reginald",0,179,2,1,0,0.0,162,30.0,30.0,0,Hale,0.03851181512498246,-0.3921192264701557,1,1
1.0,,0,0.0,"Leonard, Mr. Lionel",0,180,3,1,0,0.0,163,36.0,36.0,0,Leonard,0.5036169094488053,-0.6434642498641785,1,1
2.0,,0,1.0,"Sage, Miss. Constance Gladys",2,181,3,0,8,0.0,148,28.0,28.0,1,Sage,-0.11652321631629182,0.7012316252938433,11,0
2.0,,1,7.0,"Pernot, Mr. Rene",0,182,2,1,0,0.0,164,28.0,28.0,0,Pernot,-0.11652321631629182,-0.35248404970417513,1,1
5.0,,0,3.0,"Asplund, Master. Clarence Gustaf Hugo",2,183,3,1,4,0.0,24,9.0,9.0,2,Asplund,-1.5893560150083976,-0.036611025111879254,7,0
5.0,F4,0,3.0,"Becker, Master. Richard F",1,184,2,1,2,1.0,165,1.0,1.0,2,Becker,-2.2094961407734948,0.11057082031788987,4,0
5.0,,0,4.0,"Kink-Heilmann, Miss. Luise Gretchen",2,185,3,0,0,1.0,166,4.0,4.0,1,Kink-Heilmann,-1.9769435936115833,-0.21762777753699758,3,0
2.0,A32,0,3.0,"Rood, Mr. Hugh Roscoe",0,186,1,1,0,0.0,167,28.0,28.0,0,Rood,-0.11652321631629182,0.3232473785743707,1,1
2.0,,2,7.0,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",0,187,3,0,1,1.0,168,28.0,28.0,1,O'Brien,-0.11652321631629182,-0.3437836450482282,2,0
7.0,,0,6.0,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",0,188,1,1,0,1.0,169,45.0,45.0,0,Romaine,1.2012745509345397,-0.13014037516330884,1,1
1.0,,2,7.0,"Bourke, Mr. John",1,189,3,1,1,0.0,170,40.0,40.0,0,Bourke,0.8136869723313539,-0.3437836450482282,3,0
1.0,,0,8.0,"Turcin, Mr. Stjepan",0,190,3,1,0,0.0,171,36.0,36.0,0,Turcin,0.5036169094488053,-0.4908050163476765,1,1
3.0,,0,9.0,"Pinsky, Mrs. (Rosa)",0,191,2,0,0,1.0,172,32.0,32.0,1,Pinsky,0.19354684656625676,-0.3921192264701557,1,1
6.0,,0,9.0,"Carbines, Mr. William",0,192,2,1,0,0.0,173,19.0,19.0,0,Carbines,-0.8141808578020261,-0.3921192264701557,1,1
6.0,,0,8.0,"Andersen-Jensen, Miss. Carla Christine Nielsine",0,193,3,0,1,1.0,174,19.0,19.0,1,Andersen-Jensen,-0.8141808578020261,-0.4916093204225374,2,0
5.0,F2,0,4.0,"Navratil, Master. Michel M",1,194,2,1,1,1.0,137,3.0,3.0,2,Navratil,-2.0544611093322205,-0.14077420307613292,3,0
7.0,B4,1,6.0,"Brown, Mrs. James Joseph (Margaret Tobin)",0,195,1,0,0,1.0,175,44.0,44.0,1,Brown,1.1237570352139026,-0.10750385567179178,1,1
4.0,B80,1,10.0,"Lurette, Miss. Elise",0,196,1,0,0,1.0,30,58.0,58.0,1,Lurette,2.2090022553028223,2.189402973498201,1,1
2.0,,2,11.0,"Mernagh, Mr. Robert",0,197,3,1,0,0.0,176,28.0,28.0,0,Mernagh,-0.11652321631629182,-0.49362394745620336,1,1
7.0,,0,2.0,"Olsen, Mr. Karl Siegwart Andreas",1,198,3,1,0,0.0,177,42.0,42.0,0,Olsen,0.9687220037726282,-0.4809754925097134,2,0
2.0,,2,11.0,"Madigan, Miss. Margaret ""Maggie""",0,199,3,0,0,1.0,178,28.0,28.0,1,Madigan,-0.11652321631629182,-0.49362394745620336,1,1
9.0,,0,9.0,"Yrois, Miss. Henriette (""Mrs Harbeck"")",0,200,2,0,0,0.0,179,24.0,24.0,1,Yrois,-0.4265932791988404,-0.3921192264701557,1,1
2.0,,0,5.0,"Vande Walle, Mr. Nestor Cyriel",0,201,3,1,0,0.0,180,28.0,28.0,0,Vande Walle,-0.11652321631629182,-0.4597890404608541,1,1
2.0,,0,1.0,"Sage, Mr. Frederick",2,202,3,1,8,0.0,148,28.0,28.0,0,Sage,-0.11652321631629182,0.7012316252938433,11,0
3.0,,0,0.0,"Johanson, Mr. Jakob Alfred",0,203,3,1,0,0.0,181,34.0,34.0,0,Johanson,0.34858187800753104,-0.5178729419439559,1,1
7.0,,1,0.0,"Youseff, Mr. Gerious",0,204,3,1,0,0.0,182,45.5,45.5,0,Youseff,1.2400333087948583,-0.5037744195548081,1,1
6.0,,0,2.0,"Cohen, Mr. Gurshon ""Gus""",0,205,3,1,0,1.0,183,18.0,18.0,0,Cohen,-0.8916983735226632,-0.48782367768557205,1,1
5.0,G6,0,5.0,"Strom, Miss. Telma Matilda",1,206,3,0,0,0.0,184,2.0,2.0,1,Strom,-2.1319786250528576,-0.44117984161341206,2,0
3.0,,0,7.0,"Backstrom, Mr. Karl Alfred",0,207,3,1,1,0.0,83,32.0,32.0,0,Backstrom,0.19354684656625676,-0.33701666364915833,2,0
2.0,,1,7.0,"Albimona, Mr. Nassef Cassem",0,208,3,1,0,1.0,185,26.0,26.0,0,Albimona,-0.2715582477575661,-0.2802223554783936,1,1
6.0,,2,11.0,"Carr, Miss. Helen ""Ellen""",0,209,3,0,0,1.0,186,16.0,16.0,1,Carr,-1.0467334049639376,-0.49362394745620336,1,1
1.0,A31,1,6.0,"Blank, Mr. Henry",0,210,1,1,0,1.0,187,40.0,40.0,0,Blank,0.8136869723313539,-0.04410304023227799,1,1
9.0,,0,0.0,"Ali, Mr. Ahmed",0,211,3,1,0,0.0,188,24.0,24.0,0,Ali,-0.4265932791988404,-0.507157910254343,1,1
3.0,,0,4.0,"Cameron, Miss. Clear Annie",0,212,2,0,0,1.0,189,35.0,35.0,1,Cameron,0.4260993937281682,-0.23744536591998783,1,1
0.0,,0,0.0,"Perkin, Mr. John Henry",0,213,3,1,0,0.0,190,22.0,22.0,0,Perkin,-0.5816283106401147,-0.5032910637405889,1,1
8.0,,0,9.0,"Givard, Mr. Hans Kristensen",0,214,2,1,0,0.0,191,30.0,30.0,0,Givard,0.03851181512498246,-0.3921192264701557,1,1
2.0,,2,11.0,"Kiernan, Mr. Philip",0,215,3,1,1,0.0,192,28.0,28.0,0,Kiernan,-0.11652321631629182,-0.49362394745620336,2,0
3.0,D36,1,10.0,"Newell, Miss. Madeleine",0,216,1,0,1,1.0,193,31.0,31.0,1,Newell,0.1160293308456196,1.5466209443633547,2,0
2.0,,0,2.0,"Honkanen, Miss. Eliina",0,217,3,0,0,1.0,194,27.0,27.0,1,Honkanen,-0.19404073203692898,-0.4902404567566684,1,1
7.0,,0,6.0,"Jacobsohn, Mr. Sidney Samuel",0,218,2,1,1,0.0,195,42.0,42.0,0,Jacobsohn,0.9687220037726282,-0.12143997050736192,2,0
3.0,D15,1,1.0,"Bazzani, Miss. Albina",0,219,1,0,0,1.0,196,32.0,32.0,1,Bazzani,0.19354684656625676,0.8315772210027268,1,1
8.0,,0,5.0,"Harris, Mr. Walter",0,220,2,1,0,0.0,197,30.0,30.0,0,Harris,0.03851181512498246,-0.44045480789208313,1,1
6.0,,0,2.0,"Sunderland, Mr. Victor Francis",0,221,3,1,0,1.0,198,16.0,16.0,0,Sunderland,-1.0467334049639376,-0.48782367768557205,1,1
2.0,,0,9.0,"Bracken, Mr. James H",0,222,2,1,0,0.0,199,27.0,27.0,0,Bracken,-0.19404073203692898,-0.3921192264701557,1,1
4.0,,0,2.0,"Green, Mr. George Henry",0,223,3,1,0,0.0,200,51.0,51.0,0,Green,1.6663796452583626,-0.48782367768557205,1,1
2.0,,0,8.0,"Nenkoff, Mr. Christo",0,224,3,1,0,0.0,201,28.0,28.0,0,Nenkoff,-0.11652321631629182,-0.4908050163476765,1,1
1.0,C93,0,10.0,"Hoyt, Mr. Frederick Maxfield",0,225,1,1,1,1.0,202,38.0,38.0,0,Hoyt,0.6586519408900796,1.09661668132521,2,0
0.0,,0,5.0,"Berglund, Mr. Karl Ivar Sven",0,226,3,1,0,0.0,203,22.0,22.0,0,Berglund,-0.5816283106401147,-0.46268917534616977,1,1
6.0,,0,5.0,"Mellors, Mr. William John",0,227,2,1,0,1.0,204,19.0,19.0,0,Mellors,-0.8141808578020261,-0.44045480789208313,1,1
0.0,,0,0.0,"Lovell, Mr. John Hall (""Henry"")",0,228,3,1,0,0.0,205,20.5,20.5,0,Lovell,-0.6979045842210704,-0.5032910637405889,1,1
6.0,,0,9.0,"Fahlstrom, Mr. Arne Jonas",0,229,2,1,0,0.0,206,18.0,18.0,0,Fahlstrom,-0.8916983735226632,-0.3921192264701557,1,1
2.0,,0,4.0,"Lefebre, Miss. Mathilde",1,230,3,0,3,0.0,160,28.0,28.0,1,Lefebre,-0.11652321631629182,-0.15108514930505848,5,0
3.0,C83,0,10.0,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",0,231,1,0,1,1.0,61,35.0,35.0,1,Harris,0.4260993937281682,0.9704608138139792,2,0
8.0,,0,11.0,"Larsson, Mr. Bengt Edvin",0,232,3,1,0,0.0,207,29.0,29.0,0,Larsson,-0.03900570059565468,-0.4931405916419841,1,1
4.0,,0,9.0,"Sjostedt, Mr. Ernst Adolf",0,233,2,1,0,0.0,208,59.0,59.0,0,Sjostedt,2.2865197710234595,-0.3824521101857702,1,1
5.0,,0,3.0,"Asplund, Miss. Lillian Gertrud",2,234,3,0,4,1.0,24,5.0,5.0,1,Asplund,-1.8994260778909462,-0.036611025111879254,7,0
9.0,,0,5.0,"Leyson, Mr. Robert William Norman",0,235,2,1,0,0.0,209,24.0,24.0,0,Leyson,-0.4265932791988404,-0.44045480789208313,1,1
2.0,,0,11.0,"Harknett, Miss. Alice Phoebe",0,236,3,0,0,0.0,210,28.0,28.0,1,Harknett,-0.11652321631629182,-0.49749079396995755,1,1
7.0,,0,4.0,"Hold, Mr. Stephen",0,237,2,1,1,0.0,211,44.0,44.0,0,Hold,1.1237570352139026,-0.14077420307613292,2,0
5.0,,0,6.0,"Collyer, Miss. Marjorie ""Lottie""",2,238,2,0,0,1.0,212,8.0,8.0,1,Collyer,-1.6668735307290348,-0.13594064493394017,3,0
6.0,,0,5.0,"Pengelly, Mr. Frederick William",0,239,2,1,0,0.0,213,19.0,19.0,0,Pengelly,-0.8141808578020261,-0.44045480789208313,1,1
3.0,,0,5.0,"Hunt, Mr. George Henry",0,240,2,1,0,0.0,214,33.0,33.0,0,Hunt,0.2710643622868939,-0.4061365450825147,1,1
2.0,,1,9.0,"Zabour, Miss. Thamine",0,241,3,0,1,0.0,108,28.0,28.0,1,Zabour,-0.11652321631629182,-0.3640033854686489,2,0
2.0,,2,7.0,"Murphy, Miss. Katherine ""Kate""",0,242,3,0,1,1.0,215,28.0,28.0,1,Murphy,-0.11652321631629182,-0.3437836450482282,2,0
8.0,,0,5.0,"Coleridge, Mr. Reginald Charles",0,243,2,1,0,0.0,216,29.0,29.0,0,Coleridge,-0.03900570059565468,-0.44045480789208313,1,1
0.0,,0,0.0,"Maenpaa, Mr. Matti Alexanteri",0,244,3,1,0,0.0,217,22.0,22.0,0,Maenpaa,-0.5816283106401147,-0.5057078428116852,1,1
8.0,,1,0.0,"Attalah, Mr. Sleiman",0,245,3,1,0,0.0,218,30.0,30.0,0,Attalah,0.03851181512498246,-0.5037744195548081,1,1
7.0,C78,2,10.0,"Minahan, Dr. William Edward",0,246,1,1,2,0.0,219,44.0,44.0,3,Minahan,1.1237570352139026,1.09661668132521,3,0
9.0,,0,11.0,"Lindahl, Miss. Agda Thorilda Viktoria",0,247,3,0,0,0.0,220,25.0,25.0,1,Lindahl,-0.34907576347820324,-0.4931405916419841,1,1
9.0,,0,7.0,"Hamalainen, Mrs. William (Anna)",2,248,2,0,0,1.0,221,24.0,24.0,1,Hamalainen,-0.4265932791988404,-0.3631178776169992,3,0
1.0,D35,0,3.0,"Beckwith, Mr. Richard Leonard",1,249,1,1,1,1.0,222,37.0,37.0,0,Beckwith,0.5811344251694425,0.37263087540152556,3,0
4.0,,0,4.0,"Carter, Rev. Ernest Courtenay",0,250,2,1,1,0.0,223,54.0,54.0,3,Carter,1.898932192420274,-0.14077420307613292,2,0
2.0,,0,0.0,"Reed, Mr. James George",0,251,3,1,0,0.0,224,28.0,28.0,0,Reed,-0.11652321631629182,-0.5032910637405889,1,1
8.0,G6,0,5.0,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",1,252,3,0,1,0.0,184,29.0,29.0,1,Strom,-0.03900570059565468,-0.44117984161341206,3,0
4.0,C87,0,6.0,"Stead, Mr. William Thomas",0,253,1,1,0,0.0,225,62.0,62.0,0,Stead,2.519072318185371,-0.13014037516330884,1,1
8.0,,0,7.0,"Lobb, Mr. William Arthur",0,254,3,1,1,0.0,226,30.0,30.0,0,Lobb,0.03851181512498246,-0.3321831055069656,2,0
1.0,,0,7.0,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",2,255,3,0,0,0.0,227,41.0,41.0,1,Rosblom,0.891204488051991,-0.252671074067895,3,0
8.0,,1,7.0,"Touma, Mrs. Darwis (Hanne Youssef Razi)",2,256,3,0,0,1.0,228,29.0,29.0,1,Touma,-0.03900570059565468,-0.34869840696720983,3,0
2.0,,1,1.0,"Thorne, Mrs. Gertrude Maybelle",0,257,1,0,0,1.0,229,28.0,28.0,1,Thorne,-0.11652321631629182,0.8878069695824834,1,1
8.0,B77,0,10.0,"Cherry, Miss. Gladys",0,258,1,0,0,1.0,230,30.0,30.0,1,Cherry,0.03851181512498246,1.0289468673345115,1,1
3.0,,1,10.0,"Ward, Miss. Anna",0,259,1,0,0,1.0,231,35.0,35.0,1,Ward,0.4260993937281682,9.262027654708204,1,1
7.0,,0,4.0,"Parrish, Mrs. (Lutie Davis)",1,260,2,0,0,1.0,232,50.0,50.0,1,Parrish,1.5888621295377254,-0.14077420307613292,2,0
2.0,,2,11.0,"Smith, Mr. Thomas",0,261,3,1,0,0.0,233,28.0,28.0,0,Smith,-0.11652321631629182,-0.49362394745620336,1,1
5.0,,0,3.0,"Asplund, Master. Edvin Rojj Felix",2,262,3,1,4,1.0,24,3.0,3.0,2,Asplund,-2.0544611093322205,-0.036611025111879254,7,0
4.0,E67,0,1.0,"Taussig, Mr. Emil",1,263,1,1,1,0.0,234,52.0,52.0,0,Taussig,1.7438971609789997,0.8965073742384304,3,0
1.0,B94,0,0.0,"Harrison, Mr. William",0,264,1,1,0,0.0,235,40.0,40.0,0,Harrison,0.8136869723313539,-0.6434642498641785,1,1
2.0,,2,11.0,"Henry, Miss. Delia",0,265,3,0,0,0.0,236,28.0,28.0,1,Henry,-0.11652321631629182,-0.49362394745620336,1,1
1.0,,0,5.0,"Reeves, Mr. David",0,266,2,1,0,0.0,237,36.0,36.0,0,Reeves,0.5036169094488053,-0.44045480789208313,1,1
6.0,,0,3.0,"Panula, Mr. Ernesti Arvid",1,267,3,1,4,0.0,49,16.0,16.0,0,Panula,-1.0467334049639376,0.12386310520891992,6,0
9.0,,0,11.0,"Persson, Mr. Ernst Ulrik",0,268,3,1,1,1.0,238,25.0,25.0,0,Persson,-0.34907576347820324,-0.4931405916419841,2,0
4.0,C125,0,10.0,"Graham, Mrs. William Thompson (Edith Junkins)",1,269,1,0,0,1.0,239,58.0,58.0,1,Graham,2.2090022553028223,2.3236154157208384,2,0
3.0,C99,0,10.0,"Bissette, Miss. Amelia",0,270,1,0,0,1.0,240,35.0,35.0,1,Bissette,0.4260993937281682,1.9789015164057067,1,1
2.0,,0,6.0,"Cairns, Mr. Alexander",0,271,1,1,0,0.0,241,28.0,28.0,0,Cairns,-0.11652321631629182,-0.04410304023227799,1,1
9.0,,0,0.0,"Tornquist, Mr. William Henry",0,272,3,1,0,1.0,163,25.0,25.0,0,Tornquist,-0.34907576347820324,-0.6434642498641785,1,1
1.0,,0,7.0,"Mellinger, Mrs. (Elizabeth Anne Maidment)",1,273,2,0,0,1.0,242,41.0,41.0,1,Mellinger,0.891204488051991,-0.2664467147731443,2,0
1.0,C118,1,6.0,"Natsch, Mr. Charles H",1,274,1,1,0,0.0,243,37.0,37.0,0,Natsch,0.5811344251694425,-0.06923754257168029,2,0
2.0,,2,11.0,"Healy, Miss. Hanora ""Nora""",0,275,3,0,0,1.0,244,28.0,28.0,1,Healy,-0.11652321631629182,-0.49362394745620336,1,1
4.0,D7,0,1.0,"Andrews, Miss. Kornelia Theodosia",0,276,1,0,1,1.0,245,63.0,63.0,1,Andrews,2.596589833906008,0.8637996530018404,2,0
7.0,,0,11.0,"Lindblom, Miss. Augusta Charlotta",0,277,3,0,0,0.0,246,45.0,45.0,1,Lindblom,1.2012745509345397,-0.49362394745620336,1,1
2.0,,0,0.0,"Parkes, Mr. Francis ""Frank""",0,278,2,1,0,0.0,247,28.0,28.0,0,Parkes,-0.11652321631629182,-0.6434642498641785,1,1
5.0,,2,6.0,"Rice, Master. Eric",1,279,3,1,4,0.0,16,7.0,7.0,2,Rice,-1.744391046449672,-0.08035472629872359,6,0
3.0,,0,7.0,"Abbott, Mrs. Stanton (Rosa Hunt)",1,280,3,0,1,1.0,248,35.0,35.0,1,Abbott,0.4260993937281682,-0.25194604034656604,3,0
4.0,,2,11.0,"Duane, Mr. Frank",0,281,3,1,0,0.0,249,65.0,65.0,0,Duane,2.7516248653472823,-0.49362394745620336,1,1
2.0,,0,8.0,"Olsson, Mr. Nils Johan Goransson",0,282,3,1,0,0.0,250,28.0,28.0,0,Olsson,-0.11652321631629182,-0.4916093204225374,1,1
6.0,,0,5.0,"de Pelsmaeker, Mr. Alfons",0,283,3,1,0,0.0,251,16.0,16.0,0,de Pelsmaeker,-1.0467334049639376,-0.4597890404608541,1,1
6.0,,0,2.0,"Dorking, Mr. Edward Arthur",0,284,3,1,0,1.0,252,19.0,19.0,0,Dorking,-0.8141808578020261,-0.48782367768557205,1,1
2.0,A19,0,4.0,"Smith, Mr. Richard William",0,285,1,1,0,0.0,253,28.0,28.0,0,Smith,-0.11652321631629182,-0.14077420307613292,1,1
3.0,,1,2.0,"Stankovic, Mr. Ivan",0,286,3,1,0,0.0,254,33.0,33.0,0,Stankovic,0.2710643622868939,-0.4759814602371998,1,1
8.0,,0,5.0,"de Mulder, Mr. Theodore",0,287,3,1,0,1.0,255,30.0,30.0,0,de Mulder,0.03851181512498246,-0.4597890404608541,1,1
0.0,,0,8.0,"Naidenoff, Mr. Penko",0,288,3,1,0,0.0,256,22.0,22.0,0,Naidenoff,-0.5816283106401147,-0.4908050163476765,1,1
7.0,,0,9.0,"Hosono, Mr. Masabumi",0,289,2,1,0,1.0,257,42.0,42.0,0,Hosono,0.9687220037726282,-0.3921192264701557,1,1
0.0,,2,11.0,"Connolly, Miss. Kate",0,290,3,0,0,1.0,258,22.0,22.0,1,Connolly,-0.5816283106401147,-0.49362394745620336,1,1
2.0,,0,1.0,"Barber, Miss. Ellen ""Nellie""",0,291,1,0,0,1.0,259,26.0,26.0,1,Barber,-0.2715582477575661,0.8810399881834134,1,1
6.0,B49,1,10.0,"Bishop, Mrs. Dickinson H (Helen Walton)",0,292,1,0,1,1.0,260,19.0,19.0,1,Bishop,-0.8141808578020261,1.1174821851134276,2,0
1.0,D,1,9.0,"Levy, Mr. Rene Jacques",0,293,2,1,0,0.0,261,36.0,36.0,0,Levy,0.5036169094488053,-0.39453600554125207,1,1
9.0,,0,5.0,"Haas, Miss. Aloisia",0,294,3,0,0,0.0,262,24.0,24.0,1,Haas,-0.4265932791988404,-0.47235629163055526,1,1
9.0,,0,8.0,"Mineff, Mr. Ivan",0,295,3,1,0,0.0,263,24.0,24.0,0,Mineff,-0.4265932791988404,-0.4908050163476765,1,1
2.0,,1,6.0,"Lewy, Mr. Ervin G",0,296,1,1,0,0.0,264,28.0,28.0,0,Lewy,-0.11652321631629182,-0.10750385567179178,1,1
9.0,,1,0.0,"Hanna, Mr. Mansour",0,297,3,1,0,0.0,265,23.5,23.5,0,Hanna,-0.465352037059159,-0.5036932157780193,1,1
5.0,C22 C26,0,10.0,"Allison, Miss. Helen Loraine",2,298,1,0,1,0.0,266,2.0,2.0,1,Allison,-2.1319786250528576,2.286638695933064,4,0
2.0,C106,0,6.0,"Saalfeld, Mr. Adolphe",0,299,1,1,0,1.0,267,28.0,28.0,0,Saalfeld,-0.11652321631629182,-0.05377015651666348,1,1
7.0,B58 B60,1,10.0,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",1,300,1,0,0,1.0,114,50.0,50.0,1,Baxter,1.5888621295377254,4.14216046294407,2,0
2.0,,2,11.0,"Kelly, Miss. Anna Katherine ""Annie Kate""",0,301,3,0,0,1.0,268,28.0,28.0,1,Kelly,-0.11652321631629182,-0.49362394745620336,1,1
2.0,,2,4.0,"McCoy, Mr. Bernard",0,302,3,1,2,1.0,269,28.0,28.0,0,McCoy,-0.11652321631629182,-0.19394334264025312,3,0
6.0,,0,0.0,"Johnson, Mr. William Cahoone Jr",0,303,3,1,0,0.0,163,19.0,19.0,0,Johnson,-0.8141808578020261,-0.6434642498641785,1,1
2.0,E101,2,9.0,"Keane, Miss. Nora A",0,304,2,0,0,1.0,270,28.0,28.0,1,Keane,-0.11652321631629182,-0.40468647763985677,1,1
2.0,,0,2.0,"Williams, Mr. Howard Hugh ""Harry""",0,305,3,1,0,0.0,271,28.0,28.0,0,Williams,-0.11652321631629182,-0.48782367768557205,1,1
5.0,C22 C26,0,10.0,"Allison, Master. Hudson Trevor",2,306,1,1,1,1.0,266,0.92,0.92,2,Allison,-2.2156975420311458,2.286638695933064,4,0
2.0,,1,10.0,"Fleming, Miss. Margaret",0,307,1,0,0,1.0,272,28.0,28.0,1,Fleming,-0.11652321631629182,1.5003792603286252,1,1
6.0,C65,1,10.0,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",0,308,1,0,1,1.0,273,17.0,17.0,1,Penasco y Castellana,-0.9692158892433004,1.4620336768749818,2,0
8.0,,1,4.0,"Abelson, Mr. Samuel",0,309,2,1,1,0.0,274,30.0,30.0,0,Abelson,0.03851181512498246,-0.17944266821367488,2,0
8.0,E36,1,1.0,"Francatelli, Miss. Laura Mabel",0,310,1,0,0,1.0,275,30.0,30.0,1,Francatelli,0.03851181512498246,0.4572181428898986,1,1
9.0,C54,1,10.0,"Hays, Miss. Margaret Bechstein",0,311,1,0,0,1.0,276,24.0,24.0,1,Hays,-0.4265932791988404,0.9643376623594495,1,1
6.0,B57 B59 B63 B66,1,10.0,"Ryerson, Miss. Emily Borie",2,312,1,0,2,1.0,277,18.0,18.0,1,Ryerson,-0.8916983735226632,4.429355020367108,5,0
2.0,,0,4.0,"Lahtinen, Mrs. William (Anna Sylfven)",1,313,2,0,1,0.0,278,26.0,26.0,1,Lahtinen,-0.2715582477575661,-0.14077420307613292,3,0
2.0,,0,8.0,"Hendekovic, Mr. Ignjac",0,314,3,1,0,0.0,279,28.0,28.0,0,Hendekovic,-0.11652321631629182,-0.4908050163476765,1,1
7.0,,0,6.0,"Hart, Mr. Benjamin",1,315,2,1,1,0.0,280,43.0,43.0,0,Hart,1.0462395194932654,-0.13594064493394017,3,0
2.0,,0,8.0,"Nilsson, Miss. Helmina Josefina",0,316,3,0,0,1.0,281,26.0,26.0,1,Nilsson,-0.2715582477575661,-0.4916093204225374,1,1
9.0,,0,4.0,"Kantor, Mrs. Sinai (Miriam Sternin)",0,317,2,0,1,1.0,96,24.0,24.0,1,Kantor,-0.4265932791988404,-0.14077420307613292,2,0
4.0,,0,9.0,"Moraweck, Dr. Ernest",0,318,2,1,0,0.0,282,54.0,54.0,3,Moraweck,1.898932192420274,-0.3727849939013847,1,1
3.0,C7,0,10.0,"Wick, Miss. Mary Natalie",2,319,1,0,0,1.0,283,31.0,31.0,1,Wick,0.1160293308456196,2.544106870781617,3,0
1.0,E34,1,10.0,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",1,320,1,0,1,1.0,284,40.0,40.0,1,Spedden,0.8136869723313539,1.9569900306355188,3,0
0.0,,0,0.0,"Dennis, Mr. Samuel",0,321,3,1,0,0.0,285,22.0,22.0,0,Dennis,-0.5816283106401147,-0.5032910637405889,1,1
2.0,,0,8.0,"Danoff, Mr. Yoto",0,322,3,1,0,0.0,286,27.0,27.0,0,Danoff,-0.19404073203692898,-0.4908050163476765,1,1
8.0,,2,9.0,"Slayter, Miss. Hilda Mary",0,323,2,0,0,1.0,287,30.0,30.0,1,Slayter,0.03851181512498246,-0.40468647763985677,1,1
0.0,,0,6.0,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",1,324,2,0,1,1.0,76,22.0,22.0,1,Caldwell,-0.5816283106401147,-0.08277150536981996,3,0
2.0,,0,1.0,"Sage, Mr. George John Jr",2,325,3,1,8,0.0,148,28.0,28.0,0,Sage,-0.11652321631629182,0.7012316252938433,11,0
